genero,nome,data_nascimento,presença_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,salario_bruto_par,quant_viagem,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,gasto_total_gab
M,FÁBIO AUGUSTO RAMALHO DOS SANTOS,22/12/1961,88,0,4,19,0,17,"33.763,00",0,"289.106,94","37.959,25","46.993,70","34.431,36","27.698,63","36.101,94","23.280,97","25.058,29","19.706,66","17.071,96","19.557,03","1.247,15",0,106849.52,105995.76,104102.48,110337.36,103699.99,104762.87,104762.87,110775.07,111665.77,110131.11,0,0,1073082.8
M,FÁBIO RICARDO TRAD,18/08/1969,90,1,1,88,0,3,"33.763,00",0,"152.333,76","9.479,45","21.339,35","11.214,78","41.034,10","25.209,13","12.053,32","5.465,70","14.089,48","2.400,90","10.011,50","36,05",0,111501.88,111501.88,111501.88,111324.76,111501.88,111501.88,111501.88,111501.88,110217.75,110173.47,0,0,1112229.1400000001
M,FÁBIO LUIZ SCHIOCHET FILHO,31/05/1988,85,3,4,20,2,5,"33.763,00",0,"376.844,53","37.195,31","41.648,60","42.043,11","46.815,31","43.700,43","50.091,13","31.304,74","25.939,12","21.593,26","32.923,73","3.589,79",0,111568.63,111568.63,111568.63,111568.63,111568.63,111544.55,111526.14,111107.56,111107.56,110990.16,0,0,1114119.12
M,FABIO DE ALMEIDA REIS,15/04/1977,80,4,8,35,0,1,"33.763,00",0,"312.655,57","39.865,80","33.581,68","32.144,11","43.493,01","38.648,54","34.772,71","32.086,43","21.185,40","13.796,32","22.090,53","991,04",0,108307.92,109336.37,109408.57,111574.66,111574.66,111574.66,111574.66,111574.66,111574.66,110708.23,0,0,1107209.0500000003
M,FAUSTO RUY PINATO,01/06/1977,77,12,3,43,11,11,"33.763,00",0,"338.123,53","23.272,69","28.054,73","37.320,63","39.811,88","63.069,18","29.443,84","35.430,36","32.548,24","26.577,30","22.521,07","73,61",0,91753.84,90661.58,91078.38,93641.4,98083.43,98203.3,101733.13,105365.38,105151.12,105151.12,0,0,980822.6799999999
M,FABIO CRUZ MITIDIERI,24/02/1977,54,10,8,17,8,19,"33.763,00",0,"227.041,28","35.258,61","43.620,72","33.042,39","44.648,72","45.112,33","24.812,68","545,83",0,0,0,0,0,109876.31,106389.76,109876.31,109876.31,109876.31,107693.02,97566.52,111538.26,111538.26,111538.26,0,0,1085769.32
M,FELÍCIO LATERÇA DE ALMEIDA,26/05/1967,84,7,1,103,6,6,"33.763,00",0,"350.247,62","33.761,68","41.861,86","62.060,32","40.359,41","38.642,49","19.555,55","31.845,60","22.935,73","20.966,82","36.513,88","1.744,28",0,103822.74,108245.62,111562.78,109721.17,92281.25,106166.2,108227.55,109988.01,108902.3,111086.75,0,0,1070004.37
M,LUIS FELIPE BONATTO FRANCISCHINI,02/10/1991,86,2,4,26,1,39,"33.763,00",0,"290.395,16","36.420,46","40.851,46","28.714,76","44.628,80","52.025,43","41.969,22","15.569,99","12.110,34","3.776,09","14.128,61","200,00",0,111598.86,111598.86,111598.86,111598.86,111598.86,111598.86,111598.86,110754.73,107237.53,107993.61,0,0,1107177.8900000001
M,FELIPE AUGUSTO LYRA CARRERAS,16/04/1975,77,6,9,70,9,33,"33.763,00",0,"184.012,22","14.274,35","25.074,36","24.477,74","14.515,87","21.740,82","16.037,40","21.745,42","29.974,45","4.715,52","11.456,29",0,0,108137.52,111659.58,111659.58,111659.58,111659.58,111571.02,109331.88,111617.16,111617.16,111617.16,0,0,1110530.22
M,FELIPE RIGONI LOPES,13/06/1991,86,6,0,84,7,32,"33.763,00",0,"314.203,45","41.526,20","38.040,74","37.743,41","40.781,58","54.439,33","34.092,96","18.297,10","23.638,57","9.243,23","14.963,23","1.437,10",0,97934.05,100493.35,100959.56,100959.56,104522.55,89598.5,80482.02,93565.41,93565.41,99429.69,0,0,961510.1000000001
M,FELIX DE ALMEIDA MENDONÇA JÚNIOR,29/11/1963,86,6,0,30,8,16,"33.763,00",0,"324.962,29","30.256,20","36.235,51","35.264,16","42.584,56","50.388,49","23.719,29","43.121,12","20.178,34","14.497,37","26.697,48","2.019,77",0,111574.69,111574.69,111574.69,111574.69,111574.69,99983.33,107556.02,108772.32,109170.84,110100.73,0,0,1093456.69
M,CARLOS ALBERTO ROLIM ZARATTINI,08/06/1959,86,2,4,20,1,19,"33.763,00",0,"297.688,94","27.151,54","32.367,11","64.118,33","25.278,01","55.777,06","28.292,59","25.051,27","14.054,68","10.433,06","13.858,47","1.306,82",0,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,0,0,1115444.2000000002
M,CASSIO COELHO ANDRADE,12/09/1981,70,22,0,36,15,25,"33.763,00",0,"307.608,33","21.728,53","32.899,83","26.323,38","50.683,51","58.046,30","36.031,58","14.449,73","9.264,77","3.863,84","54.316,86",0,0,111653.55,111594.4,111574.68,111574.68,111574.68,111574.67,110238.62,111444.93,111465.48,111465.48,0,0,1114161.17
M,CELIO ALVES DE MOURA,13/08/1953,88,0,4,55,0,34,,,"434.157,96","31.534,98","24.693,74","51.336,16","56.438,80","65.154,84","58.388,47","36.339,51","45.541,60","25.615,39","35.259,62","3.854,85",0,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,0,0,1115443.8
M,JOSÉ CARLOS VERAS DOS SANTOS,10/08/1981,89,3,0,42,8,33,"33.763,00",1,"346.470,48","23.450,32","50.658,26","61.233,10","37.074,81","65.132,56","29.707,30","34.668,74","24.844,59","5.992,91","12.474,14","1.233,75",0,102271.86,100443.89,100443.89,105043.78,108026.51,106855.41,109678.36,109831.56,109119.16,111059.01,0,0,1062773.43
M,CELSO MALDANER,30/08/1953,82,5,5,22,2,1,"33.763,00",0,"369.913,72","24.680,20","30.121,77","43.359,15","32.327,41","41.007,63","27.013,34","28.086,87","25.892,83","22.602,17","51.620,99","43.201,36",0,111010.67,111140.65,111370.11,108394.27,109190.92,109485.71,110743.36,111470.49,111162.32,110592.9,0,0,1104561.4
M,CELIO ANTONIO DA SILVEIRA,19/09/1959,88,4,0,31,1,6,"33.763,00",0,"249.268,07","18.102,06","29.238,30","30.935,93","27.982,39","31.959,23","18.044,17","17.332,28","17.806,01","16.854,28","40.969,73","43,69",0,111671.79,111671.79,111671.79,111671.79,111671.79,110968.96,109631.33,111578.65,111441.29,111441.29,0,0,1113420.47
M,CELIO STUDART BARBOSA,19/06/1987,80,3,9,16,3,16,"33.763,00",0,"334.771,25","42.405,28","77.088,77","34.915,78","50.390,81","46.271,91","22.564,85","25.601,39","14.660,40","4.343,55","16.378,51","150,00",0,111276.5,111198.61,111550.82,111653.55,111653.55,107237.22,111313.87,108312.84,107025.3,107025.3,0,0,1098247.56
M,ANTONIO CEZAR CORREIA FREIRE,12/12/1973,85,0,7,38,0,39,"33.763,00",0,"325.836,31","37.003,29","36.167,38","38.256,80","50.290,01","47.505,37","20.781,53","34.316,10","29.210,00","16.683,05","14.273,67","1.349,11",0,111383.97,110930.03,111423.09,111423.09,111169.89,111423.09,110326.94,111485.72,111538.36,111538.36,0,0,1112642.5399999998
M,CELSO SABINO DE OLIVEIRA,29/08/1978,77,6,9,28,4,13,"33.763,00",1,"350.349,09","35.687,11","41.271,47","41.719,51","35.533,17","53.029,49","42.929,38","37.781,33","16.249,92","14.266,05","31.829,16","52,50",0,111111.11,111280.24,111379.14,110872.2,109110.72,108438.6,109562.14,105568.87,103896.09,103640.32,0,0,1084859.43
M,CHARLES FERNANDES SILVEIRA SANTANA,15/03/1965,90,1,1,35,0,6,"33.763,00",0,"323.383,76","24.256,26","47.976,68","50.658,86","46.560,45","48.292,35","27.745,84","27.027,00","19.586,71","19.284,11","10.381,44","1.614,06",0,111439.65,111389.19,111507.9,111507.88,110522.28,111149.99,111433.52,111507.87,111507.87,110870.57,0,0,1112836.72
M,CELSO UBIRAJARA RUSSOMANNO,20/08/1956,89,2,1,30,5,3,"33.763,00",1,"173.626,19","5.918,88","28.583,18","23.440,72","32.244,15","24.383,53","25.438,32","19.954,21","5.651,37","1.220,62","6.791,21",0,0,96961.81,98308.99,100425.4,103329.11,103522.12,104152.03,107493.07,105272.98,103828.92,103579.24,0,0,1026873.67
M,JOÃO FRANCISCO INÁCIO BRAZÃO,22/02/1962,84,0,8,50,0,4,"33.763,00",0,"291.545,15","5.628,16","25.886,77","61.019,13","45.809,13","49.940,05","27.195,38","11.919,52","9.234,91","18.890,85","36.021,25",0,0,111623.18,110117.12,110943.03,111623.18,111623.18,111623.18,111623.18,111623.18,111623.18,111623.18,0,0,1114045.5899999996
M,CHARLLES THOMACELLI EVANGELISTA,27/12/1984,88,4,0,27,5,4,"33.763,00",0,"272.031,91","22.449,08","36.430,49","47.122,47","36.668,39","49.948,09","24.701,10","21.331,84","25.587,97","1.432,93","6.359,55",0,0,102330.37,102010.39,103658.78,105928.21,106859.77,104041.72,106811.02,110258.36,110258.36,107229.36,0,0,1059386.34
M,FRANCISCO JOSÉ D'ANGELO PINTO,11/02/1953,83,3,6,31,2,34,"33.763,00",0,"284.234,89","31.896,36","27.273,29","30.877,95","43.620,43","41.207,47","32.636,24","30.772,24","20.679,40","17.903,83","6.817,68","550,00",0,111574.71,111574.71,110060.41,111423.07,111423.07,111423.07,111423.07,111423.07,111423.07,111481.37,0,0,1113229.62
M,CHRISTINO AUREO DA SILVA,26/04/1962,87,5,0,22,7,7,"33.763,00",0,"364.350,26","35.707,47","43.836,64","42.917,16","48.167,17","53.926,39","32.622,07","26.143,21","21.788,64","18.368,80","40.258,88","613,83",0,111412.57,111647.36,107066.29,111310.13,111604.92,111604.92,111604.92,111604.92,111585.5,111568.51,0,0,1111010.04
M,CLÁUDIO CAJADO SAMPAIO,01/12/1963,81,10,1,24,2,1,"33.763,00",2,"319.967,50","25.338,77","40.167,84","53.444,52","42.649,60","27.640,24","33.006,34","28.893,21","31.157,71","9.849,66","27.619,61","200,00",0,111538.31,107663.1,107365.01,108851.14,111611.11,111611.11,111611.11,111611.11,111611.11,109134.89,0,0,1102608.0
M,LUIZ ARMANDO SCHROEDER REIS,23/06/1957,84,4,4,40,0,1,"33.763,00",0,"243.119,72","12.148,50","26.826,54","33.216,85","48.925,26","49.749,39","25.127,17","20.027,71","10.975,22","4.534,03","9.709,47","1.879,58",0,101236.1,103071.39,111201.67,110216.08,110773.16,111095.62,111269.37,111508.09,111508.09,110157.74,0,0,1092037.31
M,CLEBER VERDE CORDEIRO MENDES,10/05/1972,91,1,0,15,0,19,"33.763,00",0,"300.663,96","14.582,42","18.944,35","47.074,36","45.118,81","99.276,90","13.222,16","16.834,74","8.782,05","4.751,79","32.076,38",0,0,110588.35,105407.76,109632.33,97860.55,111342.09,111580.81,111580.81,111580.81,111580.81,110238.31,0,0,1091392.6300000001
M,MARCIO TADEU ANHAIA DE LEMOS,30/09/1965,88,0,4,61,0,14,"33.763,00",0,"332.916,64","37.359,64","45.903,08","33.260,17","32.063,81","48.565,66","27.237,62","25.482,15","17.392,78","17.775,38","28.430,40","19.445,95",0,111127.47,109317.63,107351.0,101360.55,110345.01,108448.48,106340.0,111358.01,111459.56,111459.56,0,0,1088567.27
M,JOÃO CHRISÓSTOMO DE MOURA,23/06/1959,89,0,3,68,0,35,"33.763,00",0,"368.241,44","43.569,56","50.409,86","41.654,50","41.798,47","49.488,53","35.493,95","36.213,06","25.552,93","16.022,94","27.543,32","494,32",0,107323.44,106208.72,102467.86,107196.5,98159.34,108000.77,107946.98,108363.78,109587.98,109307.85,0,0,1064563.22
M,LUIS ANTONIO FRANCISCATTO COVATTI,25/07/1987,89,0,3,33,1,12,"33.763,00",0,"354.596,62","39.901,49","64.904,76","45.888,49","45.547,51","61.494,69","34.354,07","35.673,58","7.646,43","612,00","17.873,82","699,78",0,110922.09,111617.12,107422.09,109771.87,110840.89,108844.64,97398.86,110212.41,110288.12,110463.07,0,0,1087781.16
M,DAGOBERTO NOGUEIRA FILHO,21/07/1955,80,12,0,4,0,0,"33.763,00",0,"392.765,26","33.968,57","43.913,03","47.315,35","46.082,30","39.158,72","43.879,61","41.129,03","39.057,91","33.635,67","24.585,90","39,17",0,111166.05,111277.6,111277.6,111277.6,111277.6,111277.6,110863.55,110859.05,110859.05,111211.03,0,0,1111346.73
M,JOSIAS MARIO DA VITORIA,02/06/1971,89,0,3,0,0,0,"33.763,00",0,"344.528,51","39.721,75","61.373,19","36.361,78","48.373,97","37.143,23","27.515,03","30.632,01","27.567,15","23.415,71","10.098,49","2.326,20",0,109916.03,109232.89,110340.24,110968.15,110968.15,110968.15,111559.84,110395.01,111192.57,108308.77,0,0,1103849.8
M,CRISTIANO DUTRA VALE,10/04/1970,80,12,0,25,5,3,"33.763,00",0,"339.850,13","20.452,98","49.639,93","30.338,48","43.108,68","49.829,99","38.126,87","26.721,78","30.470,89","32.141,42","18.563,85","455,26",0,110040.22,103847.89,110040.22,105919.51,103859.15,98892.22,97650.62,104977.0,107755.43,110676.12,0,0,1053658.38
M,GLAUSKSTON BATISTA RIOS,22/12/1973,73,11,8,10,4,0,"33.763,00",0,"242.210,77","10.991,80","11.824,00","26.296,76","43.887,86","121.027,92","6.316,73","6.012,78","307,54","1,58","15.543,80",0,0,111277.44,110313.37,111653.47,111653.47,111653.47,111548.53,99804.96,101249.81,111501.81,111501.81,0,0,1092158.1400000001
M,GLAUBER DE MEDEIROS BRAGA,26/06/1982,88,3,1,46,3,16,"33.763,00",0,"249.152,28","17.256,11","31.524,84","46.990,34","41.104,72","43.161,14","26.199,00","21.782,77","8.772,04","3.355,87","9.005,45",0,0,111635.78,111635.78,111635.78,100164.04,106112.74,110185.24,108335.96,106862.15,108335.96,108335.96,0,0,1083239.39
M,LUIZ GONZAGA PATRIOTA,26/04/1946,80,6,6,28,7,25,"33.763,00",0,"380.155,21","23.321,92","41.059,43","47.372,68","37.071,52","47.392,53","33.365,05","14.810,82","24.895,76","15.356,60","28.298,48","67.210,42",0,111537.98,111533.39,111580.83,111580.83,111580.83,111580.83,111580.83,111580.83,111580.83,111580.83,0,0,1115718.0099999998
M,JOÃO CARLOS SOARES GURGEL,02/12/1980,91,0,1,45,0,9,"33.763,00",1,"304.315,99","30.854,01","50.602,99","53.138,70","41.056,98","41.300,20","29.009,30","16.063,62","23.894,73","4.534,47","13.654,20","206,79",0,108173.01,94076.65,98798.22,97414.57,105810.92,106438.09,111465.45,110479.86,110137.04,100537.37,0,0,1043331.1799999999
M,JOSÉ GUILHERME NEGRÃO PEIXOTO,13/11/1961,92,0,0,20,0,12,"33.763,00",0,"258.696,75","20.164,29","32.606,94","20.921,67","27.096,29","44.132,42","31.276,49","28.081,91","26.381,12","12.089,61","14.392,38","1.553,63",0,108657.03,110067.97,109025.07,109756.34,109965.86,101721.15,95424.72,107166.92,106267.03,106325.54,0,0,1064377.6300000001
M,DAMIÃO FELICIANO DA SILVA,28/04/1952,81,10,1,29,7,24,"33.763,00",0,"299.356,24","33.696,89","30.513,30","45.137,92","53.251,62","39.985,25","21.830,00","19.723,61","12.971,79","10.939,09","30.722,02","584,75",0,111054.03,106603.56,94753.6,91868.67,107855.77,111429.12,111429.12,109759.06,107977.67,108783.05,0,0,1061513.65
M,LUIZ AUGUSTO CARVALHO RIBEIRO FILHO,16/02/1982,76,10,6,9,3,17,"33.763,00",0,"356.515,99","7.595,71","72.060,11","19.440,13","61.050,02","53.501,99","62.592,98","9.368,45","5.296,21","4.189,16","61.421,23",0,0,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,0,0,1116716.1
M,GUTEMBERG REIS DE OLIVEIRA,09/09/1979,80,0,12,28,0,19,"33.763,00",0,"333.354,79","31.811,03","37.058,19","39.957,54","35.397,82","39.003,29","35.548,76","35.184,90","23.289,89","18.535,79","35.373,06","2.194,52",0,111586.82,111586.82,110729.78,110789.77,111586.82,111146.85,111458.26,111246.74,111586.82,111586.82,0,0,1113305.5
M,GUSTAVO BONATO FRUET,18/04/1963,91,1,0,26,0,1,"33.763,00",0,"374.089,71","51.898,88","69.808,76","56.026,78","68.837,63","47.334,53","23.097,35","16.604,91","8.174,92","2.810,21","29.123,81","371,93",0,105805.1,106054.78,106054.78,106054.78,106054.78,106019.19,103701.22,103701.22,108481.1,111352.39,0,0,1063279.34
M,HEITOR RODRIGO PEREIRA FREIRE,08/10/1981,79,13,0,21,20,30,"33.763,00",1,"438.893,06","44.459,28","22.147,14","58.578,83","44.388,99","47.573,98","24.699,86","52.243,35","24.034,75","32.084,10","78.682,78","10.000,00",0,111447.23,110953.3,110359.5,110475.29,111481.1,109817.62,111314.25,111150.06,110377.84,109281.31,0,0,1106657.5
M,GUILHERME MUSSI FERREIRA,14/10/1982,55,15,22,0,2,1,"33.763,00",0,"167.339,76","13.411,67","40.786,13","29.938,94","21.082,66","27.120,16","3.643,94","8.274,08","7.555,10","5.000,20","10.287,16","239,72",0,111423.08,111370.21,110695.37,111335.52,111363.58,111326.61,111432.25,111611.1,111611.1,111611.1,0,0,1113779.92
M,HELDER IGNACIO SALOMAO,08/03/1964,88,3,1,35,9,11,"33.763,00",1,"288.776,51","22.858,70","46.569,54","43.715,68","35.739,34","39.193,71","25.804,13","25.901,62","20.309,17","15.007,85","13.093,49","583,28",0,108620.67,108620.67,108620.67,108620.67,108620.67,111370.72,111465.55,111465.55,111465.55,111465.55,0,0,1100336.27
M,HAROLDO ALVES CAMPOS,11/05/1953,37,0,4,0,0,0,"33.763,00",0,"206.440,60","36.917,58","38.592,67","38.415,39","17.064,17","17.838,49","26.371,35","30.980,95","260,00",0,0,0,0,110733.36,111538.36,111538.36,111538.36,111538.36,106037.07,108248.33,108152.26,111475.89,110582.12,0,0,1101382.4700000002
M,HEITOR JOSE SCHUCH,25/03/1962,78,12,2,27,4,4,"33.763,00",0,"321.812,45","17.534,05","27.229,69","43.226,49","47.628,10","71.235,90","26.290,08","28.128,15","20.506,74","19.998,13","18.646,87","1.388,25",0,107595.6,107595.6,107595.6,110706.76,111653.64,111528.48,108951.61,106686.31,103422.3,103422.3,0,0,1079158.2000000002
M,HELIO LEITE DA SILVA,09/12/1957,86,3,3,26,0,39,"33.763,00",0,"345.255,89","38.353,51","33.114,24","50.848,23","40.083,76","82.360,81","17.710,54","18.649,82","15.787,41","9.334,72","38.622,84","390,01",0,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111467.04,0,0,1115311.38
M,HELIO FERNANDO BARBOSA LOPES,28/03/1969,85,2,5,11,2,19,"33.763,00",0,"333.128,93","26.662,70","20.129,73","23.968,89","15.959,57","126.009,87","40.424,07","19.559,06","19.728,52","21.207,48","18.877,17","601,87",0,100983.71,100983.71,105907.19,107619.71,109879.71,110955.9,110955.9,110955.9,110955.9,110955.9,0,0,1080153.53
M,HÉLIO FRANCISCO DA COSTA,03/03/1954,86,6,0,41,4,11,"33.763,00",0,"365.514,32","30.626,82","25.895,84","42.089,22","59.253,62","53.304,15","42.968,62","28.285,02","47.223,51","18.135,05","13.981,26","3.751,21",0,108966.57,108966.57,105181.11,107906.65,111392.87,111392.87,111392.87,110279.5,111392.87,90758.58,0,0,1077630.46
M,HERCULANO CASTILHO PASSOS JUNIOR,04/08/1956,87,3,2,38,8,4,"33.763,00",0,"365.289,60","64.568,22","41.807,38","37.578,21","27.556,28","42.217,44","32.275,57","29.438,11","26.350,96","36.350,30","26.507,24","639,89",0,111004.62,107856.45,107856.45,110100.81,104656.25,104938.8,100880.76,102189.81,104938.8,110420.89,0,0,1064843.6400000001
M,HENRIQUE FONTANA JÚNIOR,18/01/1960,87,3,2,10,2,8,"33.763,00",0,"243.460,56","15.878,57","12.589,61","38.772,48","30.692,56","39.615,05","29.232,23","31.433,45","19.791,30","9.180,71","16.274,60",0,0,111204.73,110084.73,107446.09,105775.84,105862.69,107355.35,110206.59,105283.68,110660.36,111580.75,0,0,1085460.81
M,HERMES PARCIANELLO,25/04/1958,76,5,11,0,0,24,"33.763,00",0,"323.233,63","23.550,01","91.180,85","21.686,73","22.782,96","98.142,11","27.564,61","19.639,11","9.399,11","6.442,33","2.845,81",0,0,111531.28,111653.59,111465.33,111601.6,110761.67,111617.19,108353.75,111617.15,110465.86,106312.3,0,0,1105379.7200000002
M,HILDO AUGUSTO DA ROCHA NETO,22/04/1960,88,3,1,47,1,12,"33.763,00",4,"330.754,16","37.771,29","41.668,52","63.474,79","41.172,58","35.711,78","37.398,45","27.224,54","14.043,48","2.003,75","29.767,50","517,48",0,111592.93,111592.93,111065.2,111592.93,111592.93,107958.49,84561.7,86983.92,86983.92,86983.92,0,0,1010908.87
M,HIRAN MANUEL GONCALVES DA SILVA,19/06/1957,77,4,11,27,3,18,"33.763,00",1,"375.045,21","34.740,26","45.379,55","50.365,66","68.428,93","60.380,39","35.706,97","31.871,73","12.574,08","14.926,10","20.671,54",0,0,81241.74,91423.62,101326.8,102815.66,102432.93,106282.44,110906.64,111574.66,111574.66,108457.22,0,0,1028036.37
M,HUGO LEAL MELO DA SILVA,06/08/1962,83,2,7,70,1,31,"33.763,00",0,"267.274,34","40.671,93","32.691,99","34.664,43","37.481,29","39.390,80","39.996,77","11.917,66","7.954,59","11.414,08","10.676,95","413,85",0,101280.05,101256.77,102301.08,103730.03,106151.93,99244.75,96057.39,87682.43,83827.22,85341.4,0,0,966873.0500000002
M,HUGO MOTTA WANDERLEY DA NÓBREGA,11/09/1989,78,9,5,0,6,18,"33.763,00",0,"304.004,53","42.647,30","52.115,97","50.321,06","50.233,24","33.832,88","19.843,09","21.744,93","18.363,15","3.236,29","10.960,30","706,32",0,111572.21,111586.88,111586.88,111586.88,111552.45,111623.28,111623.28,111623.28,111623.28,111623.28,0,0,1116001.7000000002
M,HUMBERTO REZENDE PEREIRA,14/11/1977,87,2,3,29,3,42,"33.763,00",0,"317.620,57","31.302,38","37.733,45","46.071,17","46.424,41","43.050,57","37.786,28","29.839,31","16.128,37","5.877,55","23.407,08",0,0,111514.04,111586.8,110868.87,111514.0,111457.65,111586.78,110672.43,111629.28,111629.28,111629.28,0,0,1114088.4100000001
M,LUIZ BENES LEOCADIO DE ARAUJO,22/04/1966,88,3,1,35,2,6,"33.763,00",0,"352.784,66","32.697,33","37.181,80","51.640,86","47.232,83","43.851,34","39.594,20","33.482,93","21.709,18","17.997,68","27.006,51","390,00",0,110203.77,110203.77,106658.99,104203.11,106527.95,105841.47,105921.33,105964.18,107249.74,107227.43,0,0,1070001.7399999998
M,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,01/02/1982,77,13,2,18,9,7,"33.763,00",0,"417.583,23","38.508,13","49.871,28","49.026,92","51.520,30","44.584,40","32.245,60","35.040,79","36.239,48","26.275,26","54.271,07",0,0,111436.53,111580.74,111495.03,111145.61,111498.95,111507.99,111507.99,111485.68,111392.71,111406.01,0,0,1114457.24
M,ALCIBIO MESQUITA BIBO NUNES,09/01/1957,90,2,0,33,2,21,"33.763,00",0,"442.619,00","36.377,50","114.136,35","111.815,04","46.216,96","43.243,88","31.393,94","31.363,41","21.004,27","5.421,62","1.646,03",0,0,107838.27,106661.35,107626.01,107100.08,108678.71,110863.76,102938.79,80792.43,71989.13,73592.08,0,0,978080.6100000001
M,OLAVO BILAC PINTO NETO,08/06/1963,80,5,7,54,3,7,"33.763,00",0,"366.957,28","38.107,55","39.391,23","36.766,95","36.370,18","36.320,33","35.989,93","35.978,06","36.058,35","36.004,29","35.970,41",0,0,111532.26,111532.26,111532.26,111532.26,111532.26,110224.07,111532.26,111532.26,111532.26,111532.26,0,0,1114014.41
M,ELVINO JOSÉ BOHN GASS,05/02/1962,90,2,0,24,0,15,"33.763,00",0,"362.192,59","30.693,35","43.896,78","51.772,61","63.215,02","45.029,72","40.093,42","35.113,72","22.679,14","13.260,28","15.328,65","1.109,90",0,111641.36,111557.99,111508.13,111641.38,111641.38,110811.4,111604.98,111604.98,111604.98,109839.67,0,0,1113456.25
M,JOSÉ ROBERTO OLIVEIRA FARO,20/06/1969,82,0,10,5,0,17,"33.763,00",0,"348.358,45","50.640,64","51.528,80","53.130,42","38.245,47","56.264,93","15.343,49","16.815,59","14.152,72","12.879,36","11.197,03","28.160,00",0,111210.84,110666.21,109899.05,111210.84,111210.84,110568.67,110434.02,111210.84,111210.84,109510.45,0,0,1107132.5999999999
M,JOÃO BOSCO DA COSTA,28/09/1950,88,2,2,37,0,9,"33.763,00",0,"381.415,21","31.663,79","50.001,03","50.347,54","42.678,14","42.852,09","50.270,89","42.871,55","39.751,16","27.086,09","3.892,93",0,0,109107.22,111544.51,111544.51,111544.51,111544.51,111544.51,111544.51,106200.33,104641.61,107654.94,0,0,1096871.16
M,UBIRAJARA DO PINDARÉ ALMEIDA SOUSA,01/11/1968,82,10,0,21,10,26,"33.763,00",0,"395.081,21","20.679,85","23.825,08","34.402,73","76.284,21","96.746,00","27.251,80","28.044,88","18.372,93","31.746,67","37.651,58","75,48",0,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,0,0,1115746.5
M,JOÃO BOSCO GOMES SARAIVA,10/10/1959,71,3,18,16,1,9,"33.763,00",0,"442.571,13","36.572,34","70.842,66","44.263,27","65.965,82","34.723,62","32.000,51","62.345,58","33.068,34","15.213,66","45.530,25","2.045,08",0,111611.12,111611.12,109394.55,111611.12,111611.12,111393.56,111146.01,111574.73,111574.73,111210.17,0,0,1112738.23
M,NICOLINO BOZZELLA JUNIOR,17/08/1980,83,8,1,42,5,9,"33.763,00",0,"331.580,49","31.567,57","39.636,09","43.735,10","36.718,08","40.304,87","30.143,90","40.029,84","26.482,22","25.062,37","16.682,72","1.217,73",0,111623.09,111642.57,107512.59,110707.93,111134.28,111357.59,110509.9,111392.57,111392.57,111388.46,0,0,1108661.55
M,CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO,03/11/1979,71,5,16,12,3,14,"33.763,00",0,"370.012,26","30.097,59","41.252,22","49.713,11","49.721,69","45.749,21","41.212,41","38.074,00","37.034,37","15.768,01","21.168,63","221,02",0,107850.28,108483.94,109030.38,109215.09,109215.09,107121.98,105670.31,109215.09,109215.09,109215.09,0,0,1084232.3399999999
M,CARLOS CAMILO GÓES CAPIBERIBE,23/05/1972,89,3,0,67,5,20,"33.763,00",0,"340.932,11","57.270,81","54.545,96","40.139,58","50.674,76","29.912,43","32.899,67","36.174,05","9.998,80","8.076,55","21.239,50",0,0,111508.06,111508.06,111508.06,111508.06,110034.25,109670.3,105908.91,110137.58,107941.38,108704.5,0,0,1098429.1600000001
M,GUILHERME MURARO DERRITE,10/10/1984,90,0,2,21,0,0,"33.763,00",0,"318.929,77","33.369,05","48.294,13","42.375,69","37.535,61","31.336,58","34.084,37","31.084,94","27.610,70","13.353,72","19.884,98",0,0,111429.18,111429.18,111078.93,111198.68,111198.68,111198.68,104902.34,104902.34,104902.34,104902.34,0,0,1087142.6899999997
M,ALBERTO BARROS CAVALCANTE NETO,05/05/1982,88,2,2,66,1,3,"33.763,00",0,"268.303,10","10.761,97","32.144,12","50.784,42","59.974,73","36.167,69","18.635,29","18.846,91","9.376,93","3.645,06","27.765,98","200,00",0,111524.06,108183.95,109814.87,109505.49,111520.15,111370.71,111635.38,111635.38,111635.38,111635.38,0,0,1108460.75
